token_id,collection_name,current_price,predicted_price,pricing,Mouth,Background,Fur,Clothes,Eyes,Hat,Earring,image_url,contract_address,timestamp
3503,BoredApeYachtClub,86.3,102.13094999999998,underpriced,Bored,Blue,Death Bot,Guayabera,Bored,Irish Boho,,https://lh3.googleusercontent.com/4lG-uJJiPnYgZcb9Yr_b-stlGSRyuHHSVf4goXHDE5VWmpsYINC6pxbU3Rl0jE2vKJRu2nntAYtI4_dFOtQ33fl4zxmmz3d2ofth,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:53:56.779091
3509,BoredApeYachtClub,73.12,75.62749999999998,underpriced,Bored Unshaven Cigar,Gray,Blue,Navy Striped Tee,Closed,Ww2 Pilot Helm,,https://lh3.googleusercontent.com/lenZ3y5d7SMv_Jfd9IKm-1nVQCIyNAtROW9vgdZRkMjvXQzP5wxz5qCPPk4niiqpVcrLVdz9htj8Q9Ga0tU0_tJgIkZhrFFjPIgr,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:09.660371
3511,BoredApeYachtClub,125.0,113.02550000000001,overpriced,Bored Cigarette,Gray,Golden Brown,Striped Tee,Robot,Safari,,https://lh3.googleusercontent.com/8BsURcym7dJ47ACAkP-882NdN72BPjiBjUxMps3obbeqiN8jnDeeD8CpGtt-Y4xGuMhdfJyro65w0KCJoSOkB4dRbigEVftNdOXrmw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:12.843797
3515,BoredApeYachtClub,73.12,75.20799999999997,underpriced,Phoneme Oh,Orange,Black,Rainbow Suspenders,Sad,Safari,Silver Stud,https://lh3.googleusercontent.com/c9nlxBecGzNCqhBsqkIdgDb9xT64ON7o_hE_FBCGk3DtYBcyaqdTu9qY01LhZxQKXjD1tntHfliHZKxYuffSYIYmhHzr-dmOIyvXxw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:19.102350
3517,BoredApeYachtClub,84.3,99.19299999999997,underpriced,Phoneme Vuh,Yellow,Robot,Smoking Jacket,3d,Seaman's Hat,,https://lh3.googleusercontent.com/YPCamXs1PFZcMq7PU36WhOHeQVrxIzrwRXsUAAExHwm27x5J1p8D-8kQzG1FdX8aLIIplHfU6tGHHYQBarwqVVe1sVqfqOWxl3M0lA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:23.116352
3527,BoredApeYachtClub,72.51,106.68011000000001,underpriced,Bored Unshaven Kazoo,Blue,Black,Biker Vest,Sunglasses,,,https://lh3.googleusercontent.com/FQGE9uJvVzLo_dkeWwMQxgSRsZ9SFmBa-YGPw9wrQS6TKrL0DgVRGTHyLeRPZqOzPxouzVR4lf_digzqWZOUKTHxRxAtGmZBjFE_Aw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:40.210265
3530,BoredApeYachtClub,200.0,157.625,overpriced,Bored Dagger,Gray,Tan,Tie Dye,Bloodshot,Bowler,,https://lh3.googleusercontent.com/d2oXdymnvMlxgxCzSX6EtKEMidR2t6g4Aw0z1-ij6x1nwjXCQqRMwbhEf41ozzBmQN6qmfPmRZnt7jX6dQ2XvLUbk6D9ReNGT5KMEOU,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:45.361876
3534,BoredApeYachtClub,200.0,130.98139999999998,overpriced,Dumbfounded,Yellow,Dark Brown,Rainbow Suspenders,Bloodshot,Faux Hawk,,https://lh3.googleusercontent.com/N2KAyNm6fb_cgaR6EozTzoYHwZauj931feYwvYa9SX4p3utGkaOHnqUJVC3OhD1UCVChQK_8NcZ3X5rh1_GIZOxVcumtqeBmlG74,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:51.753472
3535,BoredApeYachtClub,100.69,110.42350000000003,underpriced,Bored Unshaven Cigarette,Gray,Dark Brown,Striped Tee,Wide Eyed,Safari,Diamond Stud,https://lh3.googleusercontent.com/oJ8ALaVmcPWlu4Dd9EfZ5RV3g-JT-FFbsMSUPEkqRlUx-o8GPR8ewzRNaGsrnICAu1Ohe7hYwtzj4n_nw8xIZCLjwsp7aPMsSFA0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:53.576737
3536,BoredApeYachtClub,73.12,73.97200000000001,underpriced,Bored Unshaven,Blue,Red,Tie Dye,3d,,Gold Stud,https://lh3.googleusercontent.com/CeOjBUhE1-zQBKXffFMk8p14PGZ1Y2yGup7ygfXSNktaC46dTmWPY4ZThD9LfrgLz11KSic3Wk-dFuvh2fzmy3SiyNj1A9aCLn5QOA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:54:55.133946
3542,BoredApeYachtClub,225.0,151.13000000000002,overpriced,Phoneme Vuh,Orange,Cheetah,Rainbow Suspenders,Heart,Bowler,,https://lh3.googleusercontent.com/l_H2nUpF-tKnXpE_LKzXyj2XmwA76KmPSd4-_SPaGqHB06bGshmy70MGpCLttmWpEYV_LoCUONaRnEUO61zHuK_dcTgeJ9rXDcNVZQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:04.917902
3543,BoredApeYachtClub,73.12,91.28399999999999,underpriced,Bored Unshaven Bubblegum,New Punk Blue,White,Tanktop,Bloodshot,Seaman's Hat,,https://lh3.googleusercontent.com/Ett1YeGciDlcLSYPoUwfIE2mWZ0wF1xaKF2kUf4NfHdMB_UFUOkQbU1V-FzbEVzb_jlLeB4GJdKTVSK8sNPJ1_ejDh-IDgE33R37,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:06.288165
3547,BoredApeYachtClub,73.12,94.0395,underpriced,Bored,New Punk Blue,Robot,,X Eyes,Short Mohawk,Gold Stud,https://lh3.googleusercontent.com/ZuezwI42U3Fi8WCEDYOtTOOD8dI6j7Fa_Y4LqIcUJa13wD2317fhP_Y33VxgnnyoC9cC3EQO8B4hNsY0wKWfCOBdQiugEmPWJzwKwRU,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:12.697181
3550,BoredApeYachtClub,115.0,105.523,overpriced,Discomfort,New Punk Blue,Red,Caveman Pelt,Bloodshot,Halo,,https://lh3.googleusercontent.com/PbdXuk79OYRf6Jx8IOu31MY0vaFILkOH5URgsuO5Aa63rKQs6xay9mRiLrMo6gHvGVL9LYYELMHTqMrw-iO9OHYEXN9oE_p9MIMm,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:17.583558
3557,BoredApeYachtClub,73.12,81.26644999999999,underpriced,Grin,Yellow,Zombie,Lab Coat,Wide Eyed,Bayc Hat Black,Silver Stud,https://lh3.googleusercontent.com/7IVHfg5OVD0nFSFjFt6rnuz7nu87oV9QxsLHtJ19vR0UE_2YdpGvOrRVBDjJV5NOigeSsjyBP1Ajfi_CkWAuH2Lctz_tieiFUVox,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:29.495329
3558,BoredApeYachtClub,84.3,94.37749999999998,underpriced,Bored Unshaven,Gray,Robot,Wool Turtleneck,X Eyes,Cowboy Hat,,https://lh3.googleusercontent.com/lT7PAIA4okVXmUpNCtYWbSopXEwePHlerD0o7Yw8jEz2V6aEGyNEfF-VPQXNXFfS5ho8sTPaNoLbhpVfSZwFFy1QTLTMajM88m-HGw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:31.144131
3560,BoredApeYachtClub,73.12,74.309,underpriced,Bored,Purple,Noise,Wool Turtleneck,Scumbag,Stuntman Helmet,,https://lh3.googleusercontent.com/K9kvyhpzxY_R4e5UqRlxABoNsUvXmHm_vw_fPHGTf2MANaNIQ5sUgyMcQiWzXtKt9Yvp2FPZlh2-1oNrjkWrhLLXlbZWE-8SakqN6g,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:34.363889
3561,BoredApeYachtClub,73.12,84.4665,underpriced,Bored Unshaven Bubblegum,Purple,Dark Brown,Bayc T Black,Sad,,,https://lh3.googleusercontent.com/nc4Tg_w7-_dYPfOB3WcKB5Ot5UwdzBhFK5o4OjouU-VVLdKThF3C1Xj6hv4u5OptAD4c5k-jAMym0ECNj9M_BKkBEyzZIoQm-VVV,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:36.014928
3562,BoredApeYachtClub,78.88,111.5,underpriced,Bored Unshaven,Blue,Brown,Black Suit,Zombie,Bayc Flipped Brim,,https://lh3.googleusercontent.com/303qKlnB6sEyiI-6Y5bC9Z4EOb-wAOW78iAqL5_klFKpS7BDUcAitiQ3jLQTN1yMGErdJUrzVtQlMzL8CO5Wd3FqFip1-2UAmzZFvy8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:37.700149
3563,BoredApeYachtClub,75.95,96.87200000000003,underpriced,Bored Unshaven Dagger,Yellow,Cream,Caveman Pelt,Crazy,Army Hat,,https://lh3.googleusercontent.com/eGeqlElw_xe9wy79Q5UM9eztjDnUGIL4zg_rz7wG1VZ1Q3B5-ybYt5AReJOPr3kvr5zjTILWc_WtObEd2uOcmzVKBrInGoZbll3Z4w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:55:39.378409
3582,BoredApeYachtClub,95.01,94.76,overpriced,Grin Gold Grill,Aquamarine,Zombie,Bone Tee,Wide Eyed,Cowboy Hat,,https://lh3.googleusercontent.com/snB_BmEvqWy1T8PNeuWM0621pzfRvQg3-gd2bUfWzDCosgJDRh_IcqW-4N74JqdelSw1g_IumXR0rwlkUD9MGlPfHUkvgTp6FpLoHw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:10.129592
3583,BoredApeYachtClub,89.95,104.876,underpriced,Bored,Gray,Gray,Tanktop,Bored,Beanie,,https://lh3.googleusercontent.com/ZElyPoLXiTwZqhjVibqJl79nn0nvY47D3X2aF9r2xyy_X4f_aJK8dut4h3OIO9kblyAPYdKJav3c5b9Xrd9sdBNhLEISxpbfemhkcg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:11.782304
3584,BoredApeYachtClub,95.01,95.76400000000001,underpriced,Grin Diamond Grill,Blue,Dark Brown,Wool Turtleneck,Sunglasses,Beanie,,https://lh3.googleusercontent.com/jfdv9ysNpYwA55X-lAO5wz7JZabWGpUohWqmwTB_1Nr_8-7j3-BoyaL1m3ZVc29aar2KMIBzCabM8fMWO5-oN-Eebu2gSslBVpOiJA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:13.544532
3585,BoredApeYachtClub,100.01,97.91499999999999,overpriced,Dumbfounded,Gray,Blue,,Angry,Trippy Captain's Hat,,https://lh3.googleusercontent.com/7xU2RXoCQzRPb8hAB5ljk9au7SxlTAI_ei31kLZ7iKaTscSTsgsH8kdl-w1R7kpUpzAADVrsCSuBtoYyQndy5k6EiAAfpUfMWXnbWQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:15.212504
3592,BoredApeYachtClub,90.01,84.99799999999998,overpriced,Bored Cigar,Aquamarine,Cream,Space Suit,3d,Beanie,,https://lh3.googleusercontent.com/lvIT1mzYCezqsC-niekS0zt1q2LwHQEKhedaTWnGcziUUANIHnE-gF68p3gbcrWYTyXTPZMnqlJsg0FlE0VPOys6UfTEwan6Gfzlbg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:26.134790
3593,BoredApeYachtClub,145.0,102.71399999999998,overpriced,Bored,Yellow,Brown,Bandolier,Zombie,Cowboy Hat,Silver Stud,https://lh3.googleusercontent.com/S4hGg4Y1VzOXrQtzmZkS2fCT3_PIKWlQV8zFopRiBbKFIF91X5gh-qO9tllCEaboG4fWGeUZT5Nznrz7T6MPdkyfePhBWki81dB4P4M,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:27.923055
3594,BoredApeYachtClub,420.0,84.7465,overpriced,Bored Unshaven Party horn,Blue,Black,,Sleepy,Halo,Silver Hoop,https://lh3.googleusercontent.com/NsXZMR0lREKq_BR5JHyghk1muia96nDOPSxXxEPnjRizOrLa8rbynEfDx3oKLM9MrTgKdwcW_WVFl1U3bnoqKvT0og3spp_xT19n7Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:29.525542
3597,BoredApeYachtClub,73.12,83.01049999999996,underpriced,Discomfort,Army Green,Red,Vietnam Jacket,Angry,Beanie,Silver Hoop,https://lh3.googleusercontent.com/QQGnW3r583NwwtHvcyouCumLMGr3-4lzvDD2RRWYSvkYuhu1DJECYU2bxJ9XqrpVLtW8ofB-2_i9y2mssXWikm_1ai_bFEYfbJBSBg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:34.558784
3600,BoredApeYachtClub,161.0,137.7715,overpriced,Bored Cigarette,New Punk Blue,Red,Pimp Coat,Robot,Sea Captain's Hat,,https://lh3.googleusercontent.com/Fanr10l5io4xZrj6VZ0uonVWNzzND_KcBKmuf9F1fopV2gYyEzWudfTPNoLQRY4b8Dz7zMeRhEaL9eIASTS8-ipofRHSKnUy3HqBGSU,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:39.029909
3602,BoredApeYachtClub,115.01,114.75950000000003,overpriced,Tongue Out,New Punk Blue,Brown,Biker Vest,Laser Eyes,,,https://lh3.googleusercontent.com/IZUDadWC-u-UdnDJDzGls36kysHDxmCoHLvldzyX0tyMudYxa6XiTsZikyP0sLBFmZl_Rsiz2G-kXsTEvIlzxNnSV0xBKiQGKQhX69s,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:42.193086
3608,BoredApeYachtClub,73.12,80.80499999999998,underpriced,Small Grin,Orange,Black,Tanktop,Cyborg,,,https://lh3.googleusercontent.com/l8rh7yjSnmnwo4XjmkOWzhfhxY15YuZNeYOjXfuOnTd9AB8oc-MTTSlQfK3GWSUTiy3r_H8mI4nA5He0_POcudLgCDu5x91g34bU7A,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:51.723766
3611,BoredApeYachtClub,73.12,100.78909999999999,underpriced,Bored Unshaven,Yellow,Zombie,Leather Punk Jacket,Sleepy,Bandana Blue,,https://lh3.googleusercontent.com/pNkjSYzag-eG7naLyAVH5qexPl-yrUzqgXEmo45R2hDAliaSLz6MMWBdr6BE_sizrnkfizqtTVSekj0sfepDWb5hr1BQXHLTS_teQyo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:56.483712
3612,BoredApeYachtClub,73.12,77.72199999999998,underpriced,Bored,Aquamarine,Tan,Wool Turtleneck,Blindfold,Fez,Gold Hoop,https://lh3.googleusercontent.com/MBCMmx3mhJnXYwl0dOf_XcdRSgGwyar6s4IHxIsvIo1RUnnqxSoYxXk2MI615hbMe7idtkb8ann6TyN5prQ39O5EdOKgwum7-hN1zg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:56:58.074993
3614,BoredApeYachtClub,73.12,77.42599999999997,underpriced,Rage,Orange,Noise,Leather Punk Jacket,Coins,Short Mohawk,,https://lh3.googleusercontent.com/Xha6HO1CGeQpZwkYeFMnpAEXUxKbOUG98iMImV-b5bkjJpke6b2_MxR5f3Bws0YGEqJ5A_AKMEBG8d3YeYauiqkgQvF0qwGRT0OQSE8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:01.243368
3617,BoredApeYachtClub,100.01,99.3635,overpriced,Bored Bubblegum,Orange,Red,Leather Punk Jacket,Bloodshot,Trippy Captain's Hat,,https://lh3.googleusercontent.com/II-c6HJOvXbxcs1Iu1msSFgsrOlkhJTOQgjHiRd1RVuA7W-Qd6k49vqwReXz6jNoWD4OgyZpdCfjzShx8ZoolpRoJLEx9CHrhl545NE,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:06.204783
3620,BoredApeYachtClub,95.01,90.687,overpriced,Grin Gold Grill,Yellow,Cheetah,Vietnam Jacket,Closed,,Silver Stud,https://lh3.googleusercontent.com/JhGS5_m7xnQorFNBOtcibYrbNNvCvg1Pc_dK-XuERAFqfudZdxt4u0EePfL1cjsqI8s265mDFOiEInb1uNEpp-i0ooMqKKUojcSxkw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:13.079805
3623,BoredApeYachtClub,73.12,73.73899999999999,underpriced,Grin,Purple,Cheetah,Hawaiian,Sunglasses,S&m Hat,Silver Stud,https://lh3.googleusercontent.com/oTJE2ManmMMl4TBw-Ao0QjSFXwNQZBuphqyQ216KIqG3HYHl5U1DDdrIK6riZR1fo_smw35WmgcGvgNllpquk_fCSwTaXkIjo4XFCQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:17.868647
3626,BoredApeYachtClub,169.69,138.71949999999998,overpriced,Grin,Blue,Dark Brown,Leather Jacket,Robot,Commie Hat,,https://lh3.googleusercontent.com/NBa07OpjAr2BESu8t9S9VA_FnxOhNCfpbWf7EmWdQbq0kxiSORtr4pERQ1yBMDtCZwKW2VbikwEF31Wb0srXWU97jq3DtV73f_LoBA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:22.908844
3629,BoredApeYachtClub,420.69,218.04899999999998,overpriced,Bored,Aquamarine,Golden Brown,,Sleepy,Short Mohawk,,https://lh3.googleusercontent.com/w5v49p3cLyRz_t2mAR0cz6o3BSOzfA4ISkm6ysg6iPwGpXFSNXIM68rAUY-7gX6ffn1ey9_lTHud6qyIw6VgI2KClFHJ1osToa9Lew,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:27.650953
3630,BoredApeYachtClub,85.01,88.8504,underpriced,Grin Multicolored,Purple,Cream,Striped Tee,Wide Eyed,Horns,,https://lh3.googleusercontent.com/Xt7JwXoSNGLrw7NNsqKM8eAUpaqY4obFMaQWQghdZIV8W2LRoQ92pLS4VVXdlh3MvbCwZdrOKGXoEh0ZP92p5GvP1lO8cler6z-W,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:29.593018
3634,BoredApeYachtClub,98.0,99.82999999999997,underpriced,Bored Cigarette,New Punk Blue,Black,Guayabera,Closed,,,https://lh3.googleusercontent.com/Ak4lU_R3VZc6kvRDBWyNx_UzkzytPrAqBO8mu7K-PC0aBPFn3rKEvP4NqUAAn2tRIWInYkFQg8L2XN9uieTrlXpSFZbhrqOyQIXXCso,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:36.317060
3641,BoredApeYachtClub,106.942,114.8502,underpriced,Bored,Purple,Gray,Striped Tee,3d,Spinner Hat,,https://lh3.googleusercontent.com/0zUT-M0y1Z-_Ke6Tg49PdCAoK0UozA0NnoR40BUawsxcJZTDovv_Uqycs9cG7yU8L6FaWKG8L8fvcpWW_V_Z34aePO0BU2qOTVp-GA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:47.436835
3642,BoredApeYachtClub,73.12,112.08449999999996,underpriced,Bored,Blue,Pink,Prison Jumpsuit,Scumbag,Sea Captain's Hat,Silver Stud,https://lh3.googleusercontent.com/lBnvLK9ezniurFnCO-ttOvIN2QVp84VA6V5g-cLHo6YRYr2EhfjztBXANq_F_SufLjCyqC0k2NeVihIUqS_57vWSsfA-tKwMTO1F,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:48.976821
3643,BoredApeYachtClub,84.3,81.03595,overpriced,Bored,Gray,Robot,Black Holes T,Bored,,,https://lh3.googleusercontent.com/v263gpOO6bmgxlno20MEfMhXhRYjDCGVUry5rL5XLg403zAJ_6cAoY0cFusUhppTTR-hrsWGbejW_GCQbnjpBaaf1pm-K-GXhgZ_cw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:50.565358
3646,BoredApeYachtClub,222.2222,178.38910000000004,overpriced,Bored Unshaven Kazoo,Blue,Cream,Stunt Jacket,Eyepatch,Halo,,https://lh3.googleusercontent.com/-s2nC1RiAcR9MgA88XeWVKtU6jCsk-Q_8zRGtESsqIv2RPcdMAHs9K1pjAh96BnbNN2-zxZqlODXCdcJVvBS6owXQm_8iKb-a-kS0w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:57:55.435972
3649,BoredApeYachtClub,200.0,164.6125,overpriced,Bored,New Punk Blue,Tan,Prison Jumpsuit,Closed,Seaman's Hat,,https://lh3.googleusercontent.com/WNqiN1D_XfLkeixMma_oc9zgJLSrKml6_CdlnFfkQebILtuUEBE8dHUZuXe37S02iHB9Zk4pJeyUOOKiaavYQBEih-2YFXERyTw49A,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:00.197772
3650,BoredApeYachtClub,666.0,458.4615,overpriced,Bored Unshaven Cigarette,New Punk Blue,Blue,,Closed,Horns,Silver Hoop,https://lh3.googleusercontent.com/1up7IvZnXj99OAavLkjdahY4ROjwqOKDvgmPxceirndDuW_YJUOToHGJldUI0LjtFTUFbHfikAMN5nr_uWxi1tcVtjhJN45DAwV_QQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:01.940914
3657,BoredApeYachtClub,79.0,81.51149999999998,underpriced,Tongue Out,New Punk Blue,Blue,Bayc T Red,3d,Seaman's Hat,,https://lh3.googleusercontent.com/yM9y0KbMIZtHejJGg59h08L6tWXRoXQSCFRoJL6y259CMacZFdv1u9VL2qttDFriZRR8_OiufyLLI7W4roz64ThO7zeUhVCUpwnlREM,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:19.560117
3660,BoredApeYachtClub,125.01,117.79830000000001,overpriced,Rage,Gray,Dark Brown,Tie Dye,Bored,King's Crown,Gold Stud,https://lh3.googleusercontent.com/JlBQe8RbTQEIx0n3nKg6Y7p7yzYe4jw7pVhlvvAKLEXGb0pUA-RT8UWl-hquZJp53LBXushYx4JKD2_jRRxPTOm4gocOEFq45qEC9w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:24.587942
3662,BoredApeYachtClub,85.5,95.82565,underpriced,Small Grin,Gray,Death Bot,Work Vest,Sleepy,Fisherman's Hat,,https://lh3.googleusercontent.com/pU6Y6jcTvcPINLRC0VJkjl2WeEuUNd11c6qXYM542wxXX0icwQtjQin9ckfosjc0fQIh_pGnLYynGJt1K9WssXGREb5AOubqYfxxcw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:27.796816
3663,BoredApeYachtClub,73.12,84.26449999999997,underpriced,Bored,Blue,Brown,Navy Striped Tee,Robot,Irish Boho,Gold Hoop,https://lh3.googleusercontent.com/gbTJFuM0juAW6sd7Isflmm-AIbzukdpDBiVkEaObvvFsfMXenAE4coSNHEOS6HpZNvcLHd5Rk7XqOQOn_TBJtHPiT381aA2ZkMMTCNs,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:29.373979
3666,BoredApeYachtClub,320.0,211.5455,overpriced,Phoneme Vuh,New Punk Blue,Golden Brown,Black Suit,Blindfold,Army Hat,,https://lh3.googleusercontent.com/tyWeM7Vbq5F3spsV2W6z5s13OP12p7frjdt-KcM8ZoAdbpdY4dL_kvwLZKKQs1XYwC3TERW-5RZv3nqBsTtZUC_tfx6dE00EN6RKqQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:34.621121
3671,BoredApeYachtClub,250.0,328.856,underpriced,Phoneme L,New Punk Blue,Black,Smoking Jacket,Holographic,Girl's Hair Short,Cross,https://lh3.googleusercontent.com/u0UlfbYBZxOHNJHPFYA71lV52DWzKnVbdGKPsbO_UoomIpRLanREcKJcDxFsxH4ssp29M-1rcBnyJdapTvCY8UtACbgrnXs_2pTn,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:42.515744
3680,BoredApeYachtClub,169.042,147.28779999999998,overpriced,Bored Pizza,Purple,White,,Angry,Seaman's Hat,,https://lh3.googleusercontent.com/bkiR8rh02uI5vUcbDPCywz_Ta7RD41rLwCmL6LhGlNZ6vreUiEOxzv0QKJFHP10tgG79iIOifpf9CMvX9OEfBCHMjlhN--GMzDDj,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:58:57.665082
3684,BoredApeYachtClub,73.12,78.30799999999996,underpriced,Grin,New Punk Blue,Dark Brown,Tuxedo Tee,Coins,Fez,Gold Hoop,https://lh3.googleusercontent.com/PpgYLIBUIP369IM2Mjvy8AAooPSto1YE0rtpaoHxnnrWf0tNRcXOyMb0ubt9K51VjPYNmUJzpe6O2ZD8l0WjYin4RWOIYvwD0__x8u8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:59:04.126847
3686,BoredApeYachtClub,73.12,78.84599999999998,underpriced,Bored Party Horn,Gray,Brown,,Zombie,,Silver Stud,https://lh3.googleusercontent.com/cXjWuuTTma6DsiR2k_p8WdnoTtMiuYoAU0m7Oqp0pgAJQ5t-1MJvceXBblsGUPizM265fhLhUBCvR1ZYZ0BfWJoSTyksW2wmMSOjYOM,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:59:07.391299
3688,BoredApeYachtClub,99.99,93.711,overpriced,Bored Unshaven Bubblegum,Gray,Black,,Coins,Sea Captain's Hat,Silver Hoop,https://lh3.googleusercontent.com/3af3AaWd4KHZ-fxhyJDj1fnDz1DgGOWc3bi9dcFiHDWJjyr3f-KKjE0APfh9zaEMjvNsmIHcGv4PIMes3amZrcw4IqsCFlcIuNpx,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:59:10.580780
3691,BoredApeYachtClub,145.0,124.154,overpriced,Grin,Yellow,Tan,Striped Tee,Crazy,Irish Boho,Gold Stud,https://lh3.googleusercontent.com/fBTdIDlB-ZGMTxGJTbDREQPFKjjsX4huP3Rqz8PXrCu-hsj8X-F_NmLYYK_EeWD-11TbufWRrqX1sOGxxtzxSMtY-v0gHTxwSsQZ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:59:15.826876
3692,BoredApeYachtClub,73.12,86.87949999999998,underpriced,Phoneme Vuh,New Punk Blue,Zombie,Caveman Pelt,Bored,Sea Captain's Hat,Silver Stud,https://lh3.googleusercontent.com/O3Cb17Q0e9KeIGpRzSdfgoxWe2uxTCRFlqUd7FHzAmzldwTPA8W0oe0tpV4-4V88FPjFXdIBEBI6AM56zvsuOl5ICCupLKK2UALbMg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:59:17.419642
3693,BoredApeYachtClub,73.12,99.65109999999997,underpriced,Bored Unshaven,Yellow,Tan,Bone Necklace,Cyborg,Bayc Flipped Brim,,https://lh3.googleusercontent.com/YI41gp389vrI9nBMZo9UOfzYDQx6raF8ErUJOYG1T6BXihzQdgeVe2QYs4tbPrztg1L00zCJp6mdxcOjdfSMtxxl5AEVtCzeQlu4gDo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 16:59:19.153380
